title,release_date,platform,category,imdb_id,imdb_url,imdb_title,imdb_year,imdb_plot,imdb_director,imdb_actors,imdb_rating,imdb_poster,last_updated
Jetty,17 Nov 2023,Aha,Film,tt15310188,https://www.imdb.com/title/tt15310188/,Jetty,2022,"In Andhra Pradesh's Kataripalem, Katari Jalayya (MS Chowdary) is seen as a guiding force by fishermen. Like in the case of most trades, middlemen exploit the fishermen. To add to the woes of the poor, natural calamities like cyclo...",Subrahmanyam Pitchuka,"Nandita Shwetha, Kishore Kumar G., Mime Gopi",N/A,https://m.media-amazon.com/images/M/MV5BM2Y0MGJkNGQtZTExZi00YzlmLTlkOTYtNTZjNTY5NjNjYTFhXkEyXkFqcGdeQXVyMTM1Mjc1OTI5._V1_SX300.jpg,2024-10-15T23:51:26.575865
Tantiram,11 Nov 2023,Prime Video,Film,tt28870064,https://www.imdb.com/title/tt28870064/,Tantiram,2023,"The Trick follows Balachandran, a man with a bad past, who marries Alagini,turning him into a jovial and loving person.The Jinn, a supernatural entity, takes control of Balachandran,causing him to lose trust and face horrific cons...",Muthyala Meher Deepak,"Avinash Yelandur, Srikanth Gurram, Sukanya Gadavir",7.4,https://m.media-amazon.com/images/M/MV5BZmY3YWRmMWMtNzBjOC00YWM3LWE5NTEtOThkMWI2NWMyZWY1XkEyXkFqcGdeQXVyMTA0MDMwNDEy._V1_SX300.jpg,2024-10-15T23:51:26.829100
Changure Bangaru Raja,10 Nov 2023,Prime Video,Film,tt21652524,https://www.imdb.com/title/tt21652524/,Changure Bangaru Raja,2023,"Follows Mangaratnam, Tatarao, and Gateelu. They changed the life of Veerabobbili, a dog. Things go smoothly for them until they become suspects in a murder.",Satish Varma,"Sunil, Ajay, Kushita Kallapu",5.1,https://m.media-amazon.com/images/M/MV5BNjcyNTlmMDQtMmZiYS00ODlkLWJmZTUtMjYwNGQ3ZjBjZDcyXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,2024-10-15T23:51:27.071630
Mad,03 Nov 2023,Netflix,Film,tt1718438,https://www.imdb.com/title/tt1718438/,Mad,2010–2022,The animated version of the classic humor magazine satirizes current pop culture.,N/A,"Kevin Shinick, Rachel Ramras, Hugh Davidson",5.9,https://m.media-amazon.com/images/M/MV5BMjA1Njg1MjA1OV5BMl5BanBnXkFtZTcwMjYyODEwNA@@._V1_SX300.jpg,2024-10-15T23:51:27.321775
Month of Madhu,03 Nov 2023,Aha,Film,tt21361340,https://www.imdb.com/title/tt21361340/,Month of Madhu,2023,"It follows the life of couple, Who is on the brink of divorce- and traces the entry of an outsider who changes their lives forever.",Srikanth Nagothi,"Naveen Chandra, Swathi Reddy, Shreya Navile",6.8,https://m.media-amazon.com/images/M/MV5BYWM5MmE3ZjAtMzk0ZS00NTlkLTljZTUtZjU3ZjQ2NTM1Yjk3XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:27.584519
Skanda,02 Nov 2023,Disney+ Hotstar,Film,tt27328206,https://www.imdb.com/title/tt27328206/,Skanda: The Attacker,2023,The prodigal son of a respected leader takes on two political rivals and forms bonds with their daughters in this Telugu-language action drama.,Boyapati Srinu,"Ram Pothineni, Sreeleela, Saiee Manjrekar",4.2,https://m.media-amazon.com/images/M/MV5BMWZjOWViOGQtMTg1Yy00OGFmLTgyZmEtMWQwM2U4MTBhZTc1XkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_SX300.jpg,2024-10-15T23:51:27.833706
Peddha Kapu,27 Oct 2023,Prime Video,Film,tt27901967,https://www.imdb.com/title/tt27901967/,Peddha Kapu 1,2023,"A common man enters a village's political arena, which has been dominated by two political parties.",Srikanth Addala,"Srikanth Addala, Anuradha, Baby",5.6,https://m.media-amazon.com/images/M/MV5BYzMwZTJhMTAtM2Y4Ny00MWExLTg4MzMtMjAzNjc0NmIwZmM4XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,2024-10-15T23:51:28.070900
Operation Alamelamma,27 Oct 2023,Aha,Film,tt7222976,https://www.imdb.com/title/tt7222976/,Operation Alamelamma,2017,Purmy's life takes a drastic turn when he is threatened to pay the ransom for rescuing his school-going son and gets unjustly arrested for the same.,Suni,"Manish Rishi, Shraddha Srinath, Rajesh Nataranga",7.9,https://m.media-amazon.com/images/M/MV5BYzcyNzlhNTEtYjA3OS00YThjLWE0MjMtZjY0ODlkZDAwNzJkXkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_SX300.jpg,2024-10-15T23:51:28.344946
Chandramukhi 2 (Telugu),26 Oct 2023,Netflix,Film,,,,,,,,,,
God,26 Oct 2023,Netflix,Film,tt0317248,https://www.imdb.com/title/tt0317248/,City of God,2002,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Fernando Meirelles, Kátia Lund","Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",8.6,https://m.media-amazon.com/images/M/MV5BYjY4NGI5OTUtY2ZlZS00Zjk4LTk5N2MtN2JmYWVjNGNmMGRlXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:28.862634
Case 30,24 Oct 2023,Aha,Film,tt15373762,https://www.imdb.com/title/tt15373762/,Case 30,2023,CASE 30 tells the story of a murder case which has been assigned to Crime Branch Officer Arjun bharadwaj. How Arjun investigates and unthreads the case is the rest of the story.,Sandeep Pydimarri,"Siddharth Naidu, Shamili Uniyal, Tanvi Gawade",7.3,https://m.media-amazon.com/images/M/MV5BZWQ2MzcyMDMtMWFmZS00OTIzLWE2MTEtMDliNDI0ZGMwNTdkXkEyXkFqcGdeQXVyMTI2ODY0Mjk2._V1_SX300.jpg,2024-10-15T23:51:29.109167
Krishna Gadu Ante Oka Range,23 Oct 2023,Aha,Film,tt27217170,https://www.imdb.com/title/tt27217170/,Krishna Gadu Ante Oka Range,2023,"While pursuing his father's dream, Krishna, a shepherd, embarks on a poignant journey through adversity, forbidden love, personal loss and ends up finding his true purpose.",Rajesh Dondapati,"Rishwi Thimmaraju, Vismaya Sri, Vinay Mahadev",N/A,https://m.media-amazon.com/images/M/MV5BMmFlNDVlMzAtM2UwZC00YjU1LThkZmYtYzdlMTM3YzBiMDhlXkEyXkFqcGdeQXVyMTU1OTAxMjgx._V1_SX300.jpg,2024-10-15T23:51:29.367938
Krishna Rama,22 Oct 2023,ETV Win,Film,,,,,,,,,,
Maama Mascheendra,20 Oct 2023,Prime Video,Film,tt26787644,https://www.imdb.com/title/tt26787644/,Maama Mascheendra,2023,"After serving a prison sentence for killing his father, Parasuram tries to recover property that has fallen into the hands of his uncle.",Harsha Vardhan,"Sudheer Babu Posani, Eesha Rebba, Mirnalini Ravi",N/A,https://m.media-amazon.com/images/M/MV5BZTgyODhlMGYtYzg1My00NTA2LTgxYmEtZDFjNmEzNTM5N2MxXkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_SX300.jpg,2024-10-15T23:51:29.880288
Mansion 24,17 Oct 2023,Disney+ Hotstar,Series,tt27577967,https://www.imdb.com/title/tt27577967/,Mansion 24,2023–,"A brave young woman searches for her missing father in an old mansion, but the mansion is filled with scary things that keep happening to her. As she explores the mansion, she encounters creepy supernatural events.",N/A,"Varalaxmi Sarathkumar, Sathyaraj, Rao Ramesh",4.7,https://m.media-amazon.com/images/M/MV5BNTNmZmQzN2MtYjk3ZS00OWMxLTlmODQtOWQ3YjZmZWZjYzFiXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:30.122162
Mark Antony (Telugu),13 Oct 2023,Prime Video,Film,,,,,,,,,,
Prem Kumar,13 Oct 2023,Prime Video,Film,tt15340716,https://www.imdb.com/title/tt15340716/,Prem Kumar,2023,A story of an unfortunate groom whose dream of getting married remains distant for long which makes him become a detective with specialization in weddings.,Abhishek Maharshi,"Krishna Chaitanya, Harsha Chemudu, Ajay Gadde",N/A,https://m.media-amazon.com/images/M/MV5BODdlZWE4Y2YtOGQ4OC00YTcxLWJmZTEtYTYzYzE1MDU2YzRmXkEyXkFqcGdeQXVyNDk3OTMxNDg@._V1_SX300.jpg,2024-10-15T23:51:30.501460
Matti Katha,13 Oct 2023,Aha,Film,tt28970408,https://www.imdb.com/title/tt28970408/,Matti Katha,2023,"Set in a rustic village near Hyderabad, this evocative story follows three college-bound friends, their youthful joys, and the loss of cherished ancestral land. A gripping family drama unfolds, unveiling a village leader's siniste...",Pavan Kadiyala,"Raju Aluri, Mallesh B, G Nanda Kishore",N/A,https://m.media-amazon.com/images/M/MV5BMWZiZjc0ZTgtOGNjYS00YWZmLThmYmYtNDcwMWI4N2FkY2I0XkEyXkFqcGdeQXVyMTY0NzczOTg@._V1_SX300.jpg,2024-10-15T23:51:30.743282
Prema Vimanam,13 Oct 2023,Zee5,Film,tt27553953,https://www.imdb.com/title/tt27553953/,Prema Vimanam,2023,Two kids with a dream to board a flight cross paths with a young couple who must urgently catch the flight to start a new life.,Santosh Kata,"Devansh Nama, Anirudh Nama, Sangeeth Shobhan",6.1,https://m.media-amazon.com/images/M/MV5BMDEwZjBkOGUtNTkzZC00M2RkLWEzNDItNzgwZDg2OGEzMDEzXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,2024-10-15T23:51:30.982487
Mistake,13 Oct 2023,Aha,Film,tt15548528,https://www.imdb.com/title/tt15548528/,Mistake,2023,"Three easygoing friends who shares a single flat in Jubilee Hills Basthi. The mistakes they make brings them life threats of being killed, therefore these three young men plan to abscond along with their girlfriends.",Bharrath Komalapati,"Abhinav Sardhar, Ajay Kumar Kathurvar, Teja Ainampudi",6.4,https://m.media-amazon.com/images/M/MV5BNTUxMjE0ODYtZjk5Zi00MWUwLTkzOGItMDcwOThmNzJkNjhmXkEyXkFqcGdeQXVyNjgxNzE1MDk@._V1_SX300.jpg,2024-10-15T23:51:31.234218
Mr. Pregnant,06 Oct 2023,Aha,Film,tt18559904,https://www.imdb.com/title/tt18559904/,Mr. Pregnant,2023,"Follows Gautham, who marries Mahi and decides to carry her child himself and deliver the baby. The couple must face the ire of society as a result of their choice, including dealing with the reaction from everyone and their families.",Srinivas Vinjanampati,"Aadish, Ali, Mohammad Ali",7.6,https://m.media-amazon.com/images/M/MV5BZGJmMDRlOTQtOGE0ZC00ZjRlLTkxNjQtYjY5NWJiODQ4M2RjXkEyXkFqcGdeQXVyMTUxNTMxOTM3._V1_SX300.jpg,2024-10-15T23:51:31.486349
The Great Indian Suicide,06 Oct 2023,Aha,Film,tt29309363,https://www.imdb.com/title/tt29309363/,The Great Indian Suicide,2023,Hemanth falls in love with Chaitra. But she can't reciprocate as her family wants to commit mass suicide so that one of their deceased members can return to life.,Viplove Koneti,"Deborah Doris Fell, V. Jayaprakash, Ram Karthik",6.7,https://m.media-amazon.com/images/M/MV5BNDAxMmYyNTMtZjgwZS00N2I4LWJkOWUtYmViN2M5Zjk4MTk2XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_SX300.jpg,2024-10-15T23:51:31.748117
Miss Shetty Mr Polishetty,05 Oct 2023,Netflix,Film,tt15891388,https://www.imdb.com/title/tt15891388/,Miss Shetty Mr Polishetty,2023,"Miss Shetty is a feminist living in London and wants to be single forever. Mr. Polishetty from Hyderabad in Telangana, India, wants to be in a committed relationship. The two appear to be in different stages of life but somehow co...",Mahesh Babu P.,"Anushka Shetty, Naveen Polishetty, Jayasudha",7.0,https://m.media-amazon.com/images/M/MV5BNTkzOWYzNjktNGJiMi00NTE3LTgyZGYtZDc4MTZiODlhMGJiXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:31.989515
Kushi,01 Oct 2023,Netflix,Film,tt15380630,https://www.imdb.com/title/tt15380630/,Kushi,2023,"Raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout Hindu leader.",Shiva Nirvana,"Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi",5.4,https://m.media-amazon.com/images/M/MV5BY2Q1YzlhODEtNWRiZS00ZGJkLWJlMzgtMTE2NmIyYzg5ODg1XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:32.234080
Sapta Sagaralu Dhaati Side A,29 Sept 2023,Prime Video,Film,,,,,,,,,,
Dochevaarevarura,29 Sept 2023,Aha,Film,tt21439464,https://www.imdb.com/title/tt21439464/,Dochevaarevarura,2023,,Siva Nageshwara Rao,"Ajay Ghosh, Gopal Krishna Akella, Tanikella Bharani",6.4,https://m.media-amazon.com/images/M/MV5BNTQzYjhhZjgtYzFhMS00ZjUyLWJmMDYtOGZhZGQ2NGJhZTkzXkEyXkFqcGdeQXVyMjc1OTA4MDY@._V1_SX300.jpg,2024-10-15T23:51:32.737436
Lucky Man (Telugu Dub),29 Sept 2023,Prime Video,Film,,,,,,,,,,
King of Kotha (Telugu),29 Sept 2023,Disney+ Hotstar,Film,,,,,,,,,,
Papam Pasivadu,29 Sept 2023,Aha,Series,tt28870113,https://www.imdb.com/title/tt28870113/,Papam Pasivadu,2023–,"Revolves around the life of 25 year old Kranthi, and his quest for love. Also deals with what happens to Kranthi when not one or two but three women fall in love with him at the same time",N/A,"Gayatri Chaganti, Sreerama Chandra, Ashok Kumar",N/A,N/A,2024-10-15T23:51:33.420482
RDX (Telugu Dub),28 Sept 2023,Netflix,Film,,,,,,,,,,
Kumari Srimathi,28 Sept 2023,Prime Video,Series,tt29225030,https://www.imdb.com/title/tt29225030/,Kumari Srimathi,2023–,"A young woman who will do anything to save her ancestral home, which also means breaking traditions. She decides to open a restaurant and bar in the village, much to everyone's family and the community surprise.",N/A,"Nithya Menen, Gautami, Murali Mohan",7.2,https://m.media-amazon.com/images/M/MV5BMmRjYzc3ZWItYzdiYS00ODFiLWIwZTUtMjc5OWE4MGVhN2Q1XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:33.952419
Gandeevadhari Arjuna,24 Sept 2023,Netflix,Film,tt26234970,https://www.imdb.com/title/tt26234970/,Gandeevadhari Arjuna,2023,An exceptional special agent must thwart a potential attack on a top-level government official at a global summit on climate change.,Praveen Sattaru,"Nassar, Lavanya Tripathi, Vinay Rai",5.6,https://m.media-amazon.com/images/M/MV5BMmVkNTdjZmMtMWNmMC00ZjY1LThmYTQtODRiMGU2ZTFkYjgzXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,2024-10-15T23:51:34.203367
DD Returns Bhoothala Bangla,23 Sept 2023,Zee5,Film,,,,,,,,,,
Bedurulanka 2012,22 Sept 2023,Prime Video,Film,tt22889164,https://www.imdb.com/title/tt22889164/,Bedurulanka 2012,2023,"Set in Yedurulanka, explores the morality of people during the paranoia about the end of the world on December 21, 2012, as some represent hope and passion while others represent the calculated types who want to profit from fear.",Clax,"Kartikeya Gummakonda, Neha Shetty, Ajay Ghosh",5.9,https://m.media-amazon.com/images/M/MV5BZjcyMDVlZjAtN2I3Mi00NWE5LWFiMjMtMjBlNGY1ZDk4ODcyXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,2024-10-15T23:51:34.676682
Nene Naa,22 Sept 2023,Aha,Film,tt28692097,https://www.imdb.com/title/tt28692097/,Nene Naa,2023,"Divya is a talented archaeologist, and the Nalgonda police department seeks her help to proceed with a murder case that occurred in a dense forest under suspicious circumstances. A shocking truth is uncovered during the investigat...",Caarthick Raju,"Regina Cassandra, Akshara Gowda, V. Jayaprakash",N/A,https://m.media-amazon.com/images/M/MV5BNWQyZmVjZDgtZTg3ZS00NmEyLThlYWQtMjUzZjQwZGIzYzZjXkEyXkFqcGdeQXVyMTA0MDMwNDEy._V1_SX300.jpg,2024-10-15T23:51:34.829512
Seetharamapuramlo,22 Sept 2023,Aha,Film,tt23576400,https://www.imdb.com/title/tt23576400/,Seetharamapuramlo Okapremajanta,2022,Shiva and Nandini fall in love with each other but their parents are political heads of the village then complications arise when they elope.,M Vinay Babu,"Ranadheer, Nandini, Suman",N/A,https://m.media-amazon.com/images/M/MV5BZTVhY2I4ZWEtODg4Ny00YjhiLTliNzUtZDRlMWI2NWM4Y2ZmXkEyXkFqcGdeQXVyMTUwNzQzNzUz._V1_SX300.jpg,2024-10-15T23:51:35.182066
Athidhi,19 Sept 2023,Disney+ Hotstar,Series,tt0954914,https://www.imdb.com/title/tt0954914/,Athidhi,2007,Athidi(Mahesh Babu) is falsely convicted for killing his adopted parents and goes to jail for 13 years and when he comes back he loves Amrita (Amrita Rao) unaware that she is the daughter of his adopted parents.,Surender Reddy,"Mahesh Babu, Amrita Rao, Murli Sharma",5.5,https://m.media-amazon.com/images/M/MV5BZmZiNWJhZTMtOTczMS00Y2FiLTkxNTQtY2ZjMjRjYjAwZDMxXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:35.444720
Bhola Shankar,15 Sept 2023,Netflix,Film,tt0155549,https://www.imdb.com/title/tt0155549/,Bhola Shankar,1951,N/A,Vishram Bedekar,"Sadhona Bose, Jagdeep",N/A,N/A,2024-10-15T23:51:35.687929
Her - Chapter 1,15 Sept 2023,Prime Video,Film,tt28219494,https://www.imdb.com/title/tt28219494/,Her: Chapter 1,2023,"Archana ,a uniformed police officer returns to duty after a six month suspension to solve a high-stakes case.",Sreedhar Swaraghav,"Ruhani Sharma, Jeevan Kumar, Pradeep Rudra",6.3,https://m.media-amazon.com/images/M/MV5BMmNjM2UwMGItMDM0Mi00YjZjLWI1YTYtZGYzYjA3ODIxYTNmXkEyXkFqcGdeQXVyMTU1OTAxMjgx._V1_SX300.jpg,2024-10-15T23:51:35.946537
Mayapetika,15 Sept 2023,Aha,Film,tt28023652,https://www.imdb.com/title/tt28023652/,Mayapetika,2023,"The journey of a mobile through various hands, revealing glimpses of life stories impacted and motivated by the mobile, sometimes for the better or for the worse.",Ramesh Raparthi,"Payal Rajput, Rajath Raghav, Viraj Ashwin",N/A,https://m.media-amazon.com/images/M/MV5BMDA2OTBiN2YtMWQ0My00YmVhLWIyMWMtMzI0Y2NlYmM3YWU1XkEyXkFqcGdeQXVyNjgxNzE1MDk@._V1_SX300.jpg,2024-10-15T23:51:36.199189
Rama Banam,14 Sept 2023,Netflix,Film,tt26324936,https://www.imdb.com/title/tt26324936/,Rama Banam,2023,"Two siblings, who despite their difference in ideologies come together to fight for their common goal.",Sriwass,"Gopichand, Dimple Hayathi, Jagapathi Babu",4.2,https://m.media-amazon.com/images/M/MV5BN2E0ZDBmZGQtZmFlZS00NmM3LTg1MzQtYjI1ZWJiNDJlOTgzXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,2024-10-15T23:51:36.447123
Gammathu (Rent),13 Sept 2023,Prime Video,Film,,,,,,,,,,
Maayon (Telugu),12 Sept 2023,Prime Video,Film,,,,,,,,,,
Nireekshana ((Rent)),12 Sept 2023,Prime Video,Film,,,,,,,,,,
7:11 PM,09 Sept 2023,Prime Video,Film,tt26258634,https://www.imdb.com/title/tt26258634/,7:11 PM,2023,"The incident that takes place at 7:11 PM changes the fate of a town called Hamsala Deevi and a planet called Proxima-EV12. Ravi travels beyond imagination through time to stop a criminal mastermind, save his loved ones and his bel...",Chaitu Madala,"Saahas Pagadala, Tess Walsh, Deepika",5.4,https://m.media-amazon.com/images/M/MV5BYmY3ZmY2YjQtY2ZiMy00Zjk2LWExOWUtNWQxMTRiNTA3Yzc2XkEyXkFqcGdeQXVyNDk4OTEwMzk@._V1_SX300.jpg,2024-10-15T23:51:37.333990
Rahasya,08 Sept 2023,Aha,Film,tt3337550,https://www.imdb.com/title/tt3337550/,Rahasya,2015,"A Doctor stands accused of killing his own eighteen-year old daughter. While this aggrieved father protests his innocence, all evidence points towards him irrefutably.",Manish Gupta,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra",7.6,https://m.media-amazon.com/images/M/MV5BMGY2NzA3OGQtNTIyNy00ZTcwLTgzOGQtOGJjM2FhMGEwODg1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2024-10-15T23:51:37.608764
Jailer,07 Sept 2023,Prime Video,Film,tt11663228,https://www.imdb.com/title/tt11663228/,Jailer,2023,"A retired jailer goes on a manhunt to find his son's killers. But the road leads him to a familiar, albeit a bit darker place. Can he emerge from this complex situation successfully?",Nelson Dilipkumar,"Rajinikanth, Mohanlal, Shivarajkumar",7.1,https://m.media-amazon.com/images/M/MV5BNzFkNmZkMTctYjRhMS00ODZiLWFlNjQtZmZmN2IzMDJlNmVkXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_SX300.jpg,2024-10-15T23:51:37.874013
Ustaad,01 Sept 2023,Prime Video,Film,tt0255664,https://www.imdb.com/title/tt0255664/,Ustaad,1999,A businessman tries to secure his sister's life from his old friend who is now his enemy.,Sibi Malayil,"Mohanlal, Divyaa Unni, Indraja",6.5,https://m.media-amazon.com/images/M/MV5BMmQyZWY1YzItNWU1MS00NmU0LTg4ZWUtNWI4NDYxMDQ0OWY0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,2024-10-15T23:51:38.115301
Narayana & Co,01 Sept 2023,Prime Video,Film,tt0011507,https://www.imdb.com/title/tt0011507/,Narayana,1920,N/A,Léon Poirier,"Laurence Myrga, Edmond Van Daële, Charles Norville",6.0,https://m.media-amazon.com/images/M/MV5BYWJiYzY2YjktNmY0NS00YjU0LWFjMWYtNDZmNWQzZTBmYmNiXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_SX300.jpg,2024-10-15T23:51:38.353024
Bro,25 Aug 2023,Netflix,Film,tt26675491,https://www.imdb.com/title/tt26675491/,Bro,2023,An arrogant man is given a second chance to fix his mistakes after death.,Samuthirakani,"Urvashi Rautela, Pawan Kalyan, Samuthirakani",6.1,https://m.media-amazon.com/images/M/MV5BN2M2ZTM2MzMtZGMzMy00Yzc2LWEwNTUtNTI4OGJiNzYwZTUxXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_SX300.jpg,2024-10-15T23:51:38.593717
Baby,25 Aug 2023,Aha,Film,tt3848892,https://www.imdb.com/title/tt3848892/,Baby,2015,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",Neeraj Pandey,"Akshay Kumar, Danny Denzongpa, Rana Daggubati",7.9,https://m.media-amazon.com/images/M/MV5BYjVlNzAzY2MtMzI2Ni00YWEwLTliZDYtMjZiNTEyMGUxNDQ2XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:38.943022
Kasethan Kadavulada (Telugu),25 Aug 2023,Sun NXT,Film,,,,,,,,,,
Slum Dog Husband,24 Aug 2023,Prime Video,Film,tt22751230,https://www.imdb.com/title/tt22751230/,Slum Dog Husband,2023,An ordinary mans extraordinary struggles to get divorce from his first wife who happens to be a dog.,A.R. Sreedhar,"Mohammad Ali, Ameena, Balaraju",N/A,https://m.media-amazon.com/images/M/MV5BMTRmYjEzZmMtMTBhNS00ZGZkLWFmNWUtNzU4YmY2MzZiYmE0XkEyXkFqcGdeQXVyOTk1ODE1ODE@._V1_SX300.jpg,2024-10-15T23:51:39.316856
Love You Ram,18 Aug 2023,Aha,Film,tt27655393,https://www.imdb.com/title/tt27655393/,Love You Ram,2023,Imagine the heartbreak when someone you loved from childhood turns out to be a crook. Will Divya be old-fashioned and be with Ram or will she leave him?,Dandela Yelleshwara Rao,"Rohit Behal, Aparna Janardanan, Dandela Yelleshwara Rao",5.2,https://m.media-amazon.com/images/M/MV5BNjBmZTVmMjAtYTViNC00MWQ5LWI4MjUtY2JjMDdmZTg1Y2JlXkEyXkFqcGdeQXVyMTQ2NTg1MzAz._V1_SX300.jpg,2024-10-15T23:51:39.582078
Clue,18 Aug 2023,Aha,Film,tt0088930,https://www.imdb.com/title/tt0088930/,Clue,1985,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up.",Jonathan Lynn,"Eileen Brennan, Tim Curry, Madeline Kahn",7.2,https://m.media-amazon.com/images/M/MV5BMzMwZTY3ZGItYTY3Zi00YTRmLWE3Y2UtYWE1NmMwZDVjMmYxXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:51:39.835934
O Saathiya,16 Aug 2023,Prime Video,Film,tt26243612,https://www.imdb.com/title/tt26243612/,O Saathiya,2023,The evolving love story of Arjun and Keerthi and the trials and tribulations they face as they mature from adolescence to adulthood.,Divya Bhavna,"Aryan Gowra, Mishti Chakravarty, Kalpalatha",6.1,https://m.media-amazon.com/images/M/MV5BMzMzZGJhMjMtYjFlOC00ZDgzLWEwMGMtNDA2ZTE3ZGY1YmE2XkEyXkFqcGdeQXVyMTY3MDI1NDgy._V1_SX300.jpg,2024-10-15T23:51:39.974625
